id,x,y,z
TEST_00001,3.9891820000000004,-1.0521309999999997,0.045511
TEST_00002,1.926212,0.6167030000000001,0.7988449999999999
TEST_00003,0.8064539999999998,-0.191729,0.14830799999999997
TEST_00004,3.5198009999999997,-1.6485469999999998,-0.9454080000000001
TEST_00005,2.3029410000000006,0.01706300000000001,-0.03826299999999999
TEST_00006,4.999676999999999,-0.789309,0.49602999999999997
TEST_00007,2.8977440000000003,0.9998859999999996,0.834465
TEST_00008,1.4341679999999999,-0.466101,0.42198299999999994
TEST_00009,1.4529859999999997,0.48405400000000004,0.14776199999999995
TEST_00010,2.2547860000000006,-0.410477,0.171065
TEST_00011,2.338356,-0.465098,0.019995
TEST_00012,4.013193000000001,1.50515,0.8984040000000001
TEST_00013,2.5525130000000003,0.5808429999999999,-0.3100379999999999
TEST_00014,2.157784000000001,1.4931,-0.21202300000000002
TEST_00015,3.00025,-0.69047,0.868848
TEST_00016,3.285395,0.503646,-0.534972
TEST_00017,4.004828,0.8519530000000001,1.160327
TEST_00018,3.072372,0.26173900000000005,-0.48488399999999976
TEST_00019,1.4107509999999996,0.08673999999999998,0.2912410000000001
TEST_00020,1.8782380000000003,0.066054,0.031533
TEST_00021,3.511547,-0.369938,-0.14382900000000004
TEST_00022,1.3994010000000003,0.2969359999999999,-0.280922
TEST_00023,2.139810999999999,0.4012529999999999,0.6793909999999999
TEST_00024,3.761592,-0.5858070000000002,0.817417
TEST_00025,4.925878000000001,1.6158869999999996,1.2165549999999998
TEST_00026,1.7899429999999996,-0.5952769999999998,-0.5098330000000002
TEST_00027,3.46883,0.19064600000000007,-0.34676900000000005
TEST_00028,3.427471999999999,0.48347799999999996,-0.05966199999999999
TEST_00029,2.1762569999999997,-1.1424739999999995,1.3381759999999996
TEST_00030,3.5352490000000003,-0.19072600000000003,1.224043
TEST_00031,1.3430450000000003,-0.939312,-0.09816500000000003
TEST_00032,2.4987099999999995,-0.809661,-0.02144
TEST_00033,2.1637350000000004,-0.5927529999999999,0.4752140000000001
