id,x,y,z
TEST_00001,3.9889436,-1.0516031,0.045597486
TEST_00002,1.924159,0.61632687,0.80006176
TEST_00003,0.80565345,-0.18958552,0.15017056
TEST_00004,3.5175815,-1.6480322,-0.9435488
TEST_00005,2.3032494,0.018933855,-0.039581917
TEST_00006,4.998554,-0.790267,0.49591908
TEST_00007,2.8988945,1.0018464,0.83536005
TEST_00008,1.4468815,-0.44748995,0.4176063
TEST_00009,1.4470792,0.48778883,0.14412701
TEST_00010,2.254154,-0.41206878,0.16984582
TEST_00011,2.3318627,-0.4645049,0.020382106
TEST_00012,4.0147214,1.5052193,0.8967413
TEST_00013,2.5514934,0.58345485,-0.31279042
TEST_00014,2.1545715,1.4923307,-0.21069513
TEST_00015,3.0010736,-0.69155276,0.86945504
TEST_00016,3.2883456,0.50871444,-0.5356228
TEST_00017,4.005572,0.85441893,1.1596891
TEST_00018,3.0702343,0.26162675,-0.48763138
TEST_00019,1.4125955,0.08672288,0.29116273
TEST_00020,1.8766922,0.065994576,0.031094868
TEST_00021,3.5110528,-0.36876655,-0.1429623
TEST_00022,1.3967228,0.29848868,-0.28288525
TEST_00023,2.1365325,0.4034828,0.6769867
TEST_00024,3.7614036,-0.58645225,0.8169371
TEST_00025,4.9269,1.6168175,1.2179284
TEST_00026,1.7902105,-0.5947987,-0.5095325
TEST_00027,3.4581115,0.19051914,-0.34453788
TEST_00028,3.4256027,0.48870602,-0.06060853
TEST_00029,2.1778605,-1.1449076,1.3375267
TEST_00030,3.5375571,-0.19260103,1.2270988
TEST_00031,1.3420987,-0.924159,-0.09981537
TEST_00032,2.4998112,-0.81082004,-0.021822672
TEST_00033,2.1527627,-0.5907898,0.47173712
TEST_00034,1.9869248,-0.15156862,0.39629924
TEST_00035,2.0548096,-0.16367535,-0.22131673
TEST_00036,3.5189362,-1.4055902,-0.5457652
TEST_00037,2.8355935,-1.5785621,0.18375552
TEST_00038,0.96463186,0.39888114,-0.32417274
TEST_00039,5.159855,0.7762979,-1.1291517
TEST_00040,2.368637,0.31786022,-0.26747805
TEST_00041,3.2222767,-0.41093162,0.69509757
TEST_00042,3.3487349,-1.513057,-0.51122224
TEST_00043,4.0877676,1.6759794,0.8972427
TEST_00044,2.4154844,-0.76078546,-0.23069268
TEST_00045,1.5593727,0.4110018,-0.12001741
TEST_00046,4.4532676,-0.18244764,0.6058589
TEST_00047,1.480214,-0.26228645,-0.2270186
TEST_00048,4.148477,-0.9405843,0.49204344
TEST_00049,2.2184796,0.30311006,0.29533428
TEST_00050,1.0759711,0.5484201,-0.2420536
TEST_00051,3.217995,-0.36202073,-1.0477664
TEST_00052,4.393003,0.5769517,1.506731
TEST_00053,2.7879667,0.068466276,0.15884624
TEST_00054,2.543695,0.22548933,0.99451894
TEST_00055,1.5449524,0.08689748,0.36263737
TEST_00056,3.3761694,-0.7683138,-1.1114155
TEST_00057,1.3346549,0.20955463,-0.1841036
TEST_00058,3.5317485,-0.61671126,-0.27302432
TEST_00059,3.1901202,-0.45216477,-0.13787775
TEST_00060,2.0197515,-0.93925726,-0.64381605
TEST_00061,1.9313157,0.015794288,0.34184167
TEST_00062,2.1781192,0.0423962,0.7903607
TEST_00063,2.7095902,-0.011390852,-0.7435215
TEST_00064,1.8519753,-0.23819873,0.54271686
TEST_00065,2.8582096,-1.3795825,-0.7456139
TEST_00066,2.3021698,0.5255032,-0.33055115
TEST_00067,3.6599433,0.12986003,0.19346794
TEST_00068,3.1233199,-0.21521775,0.038832
TEST_00069,3.059092,-0.42334288,-0.2744801
TEST_00070,1.3543166,0.52024037,0.52303255
TEST_00071,2.6841176,-0.7868925,0.6677626
TEST_00072,2.243244,1.0278519,0.77802163
TEST_00073,3.120653,-1.1835332,0.9202564
TEST_00074,1.3442049,0.53307855,0.22140013
TEST_00075,0.9277594,0.33048606,-0.26535192
