id,x,y,z
TEST_00001,3.989764,-1.0528435,0.045541193
TEST_00002,1.9304852,0.6169886,0.79752195
TEST_00003,0.80670756,-0.1902037,0.14717953
TEST_00004,3.5283997,-1.6468103,-0.94191945
TEST_00005,2.3023558,0.015843924,-0.039188296
TEST_00006,4.9974074,-0.7911514,0.497207
TEST_00007,2.8997762,1.0025469,0.8353614
TEST_00008,1.4863003,-0.41726568,0.41200972
TEST_00009,1.4553602,0.4856767,0.14884154
TEST_00010,2.257552,-0.40972403,0.16994634
TEST_00011,2.3288052,-0.46268827,0.022854788
TEST_00012,4.0202394,1.5029199,0.89799154
TEST_00013,2.549393,0.58298904,-0.3129869
TEST_00014,2.158211,1.491938,-0.21186337
TEST_00015,3.0023034,-0.68680173,0.86674577
TEST_00016,3.2868943,0.50326073,-0.53396785
TEST_00017,4.0056005,0.86131305,1.1594278
TEST_00018,3.0719795,0.26276276,-0.48565525
TEST_00019,1.4133866,0.08540717,0.2902854
TEST_00020,1.8788701,0.06507629,0.030521888
TEST_00021,3.510296,-0.37042597,-0.14349727
TEST_00022,1.4026802,0.29722854,-0.27447557
TEST_00023,2.1411097,0.3997773,0.6791132
TEST_00024,3.7612133,-0.58500916,0.8166796
TEST_00025,4.925749,1.6165748,1.2147838
TEST_00026,1.790009,-0.595481,-0.5097371
TEST_00027,3.4515345,0.181363,-0.33856836
TEST_00028,3.4256637,0.4817886,-0.059196003
TEST_00029,2.1763546,-1.1453471,1.3400347
TEST_00030,3.5354478,-0.19079651,1.2239436
TEST_00031,1.3718119,-0.9169476,-0.0909429
TEST_00032,2.497476,-0.8099219,-0.020057246
TEST_00033,2.162087,-0.59237975,0.47537494
TEST_00034,1.9935968,-0.1507686,0.39723617
TEST_00035,2.040968,-0.1095639,-0.24429874
TEST_00036,3.5253127,-1.4054974,-0.5472096
TEST_00037,2.838307,-1.5761242,0.18642284
TEST_00038,0.9649617,0.39859775,-0.32396916
TEST_00039,5.1553054,0.7729775,-1.1260928
TEST_00040,2.3710551,0.31908503,-0.26255044
TEST_00041,3.2227836,-0.41223186,0.69348997
TEST_00042,3.348983,-1.5036643,-0.5064964
TEST_00043,4.0901184,1.6755333,0.8976753
TEST_00044,2.415076,-0.75673383,-0.22747733
TEST_00045,1.5674605,0.41239384,-0.12250615
TEST_00046,4.445951,-0.16686472,0.60228145
TEST_00047,1.481874,-0.26458082,-0.22904694
TEST_00048,4.150522,-0.94143176,0.4911257
TEST_00049,2.2170687,0.2874168,0.29927963
TEST_00050,1.0740644,0.5472403,-0.24124764
TEST_00051,3.2207668,-0.36034954,-1.0528748
TEST_00052,4.3899508,0.5738039,1.5024744
TEST_00053,2.7875993,0.063349314,0.1628431
TEST_00054,2.5466654,0.218668,0.9938481
TEST_00055,1.5473887,0.08536033,0.3605905
TEST_00056,3.3770373,-0.76875263,-1.1115227
TEST_00057,1.3441322,0.21784675,-0.17956384
TEST_00058,3.5333307,-0.615053,-0.27093154
TEST_00059,3.189799,-0.45017928,-0.13821954
TEST_00060,2.0203905,-0.93456006,-0.6405507
TEST_00061,1.9248229,0.015360488,0.3413228
TEST_00062,2.1793296,0.044767868,0.7922226
TEST_00063,2.7111373,-0.013048984,-0.74166906
TEST_00064,1.8527,-0.23940745,0.5405502
TEST_00065,2.8618805,-1.3792859,-0.74497426
TEST_00066,2.3025203,0.52449447,-0.33076832
TEST_00067,3.651252,0.13303687,0.18853563
TEST_00068,3.1253831,-0.21338,0.036936298
TEST_00069,3.0598807,-0.41761926,-0.27260554
TEST_00070,1.3576994,0.52058905,0.5223667
TEST_00071,2.6890736,-0.7882243,0.6600628
TEST_00072,2.2565591,1.0324836,0.7765267
TEST_00073,3.1237352,-1.1802075,0.9200748
TEST_00074,1.3455787,0.53843176,0.2217419
TEST_00075,0.9278333,0.33192393,-0.26320675
TEST_00076,3.9653149,0.19574413,1.0461621
TEST_00077,3.3510454,-1.3260247,-1.0878321
TEST_00078,1.2660328,-0.4726951,0.19271415
TEST_00079,4.742363,-1.392173,1.3076309
TEST_00080,1.4374586,0.4863577,0.41209394
TEST_00081,3.6243334,-1.1677641,1.246149
TEST_00082,2.2159302,0.20686913,0.4007137
TEST_00083,2.9914305,0.65145034,0.5680237
TEST_00084,2.602335,0.30357444,-0.18724582
TEST_00085,1.9787469,-0.4314404,0.026761293
TEST_00086,2.11262,1.2893146,0.20360273
TEST_00087,3.9218798,-0.8822783,0.6142528
TEST_00088,5.2375417,-2.1839318,1.3132383
TEST_00089,3.3170981,-0.0020926893,0.14630023
TEST_00090,3.0230584,0.6241262,0.47745055
TEST_00091,1.2365941,-0.31625813,0.21166988
TEST_00092,2.0035408,-0.46553102,-0.5263237
TEST_00093,2.4440339,0.49513403,-0.36834592
TEST_00094,1.7691404,0.5804849,0.27150464
TEST_00095,3.8391452,-0.21568698,-0.86839694
TEST_00096,2.094772,0.8220052,-0.4312502
TEST_00097,2.818415,-0.08869904,0.2414868
TEST_00098,4.8084216,-1.0781344,-0.11931679
TEST_00099,3.6605315,0.82048357,0.72767437
TEST_00100,1.0377957,0.29543775,0.36931235
TEST_00101,1.5988084,-0.34715512,-0.10376699
TEST_00102,1.8427495,0.4976205,0.41895616
TEST_00103,3.7203832,0.07940696,0.793725
TEST_00104,2.0061343,0.07534722,-0.2664184
TEST_00105,1.2639703,0.5200378,0.3900267
TEST_00106,3.1643877,-0.08302097,-1.1019224
TEST_00107,4.172921,-0.38547197,1.0750397
TEST_00108,3.0021913,-1.0615147,-0.49840787
TEST_00109,1.0186303,-0.17130658,-0.12106585
TEST_00110,2.5435936,-1.6597763,0.4281376
TEST_00111,2.9952567,-0.42626405,-0.64115834
TEST_00112,3.5213554,0.4816777,-0.585869
TEST_00113,3.053274,-0.15358311,0.4794854
TEST_00114,2.8375611,-0.44104943,1.1882324
TEST_00115,1.2131331,-0.18112618,0.38707882
TEST_00116,3.692328,-0.8492749,-0.7118748
TEST_00117,3.1325133,0.46085098,0.7432352
TEST_00118,1.6760249,0.61394906,0.49600464
TEST_00119,4.8520465,-0.027982716,-0.359297
TEST_00120,2.7257771,-0.9988613,0.49871844
TEST_00121,4.852722,-1.033482,1.3191166
TEST_00122,4.268211,0.5135862,0.5599024
TEST_00123,1.7100273,0.9243189,-0.104243845
TEST_00124,1.7428426,0.19779778,-0.18844414
TEST_00125,2.1252694,-0.7793768,0.74070764
TEST_00126,1.531129,-0.35150313,-0.30867445
TEST_00127,1.9110407,0.3310497,0.1345257
TEST_00128,3.3324862,1.9562193,0.5241965
TEST_00129,3.5472293,0.4495596,0.4686974
TEST_00130,2.7122028,-0.12276681,-0.012128533
TEST_00131,1.5870669,0.1099436,0.29673052
TEST_00132,4.509976,0.59387344,0.60632765
TEST_00133,2.3377156,0.633383,0.4942015
TEST_00134,1.4236852,0.7913338,0.41047874
TEST_00135,2.0434108,0.92779326,0.3440476
TEST_00136,3.3627462,-0.119846135,-1.0082294
TEST_00137,1.8374693,0.8509975,-0.71874213
TEST_00138,3.1639774,0.5581338,-0.8096395
TEST_00139,1.7886192,-0.7772412,-0.5042184
TEST_00140,0.8922894,0.51289576,0.28553703
TEST_00141,1.9497133,-0.5705683,0.13631245
TEST_00142,1.1593256,-0.050039597,0.2278457
TEST_00143,4.200095,0.16268699,0.9525574
TEST_00144,2.1367834,-0.19384463,-0.07923997
TEST_00145,5.174729,0.010125484,-0.54948324
TEST_00146,3.0684507,-0.21874943,-1.2814964
TEST_00147,2.1995108,-0.08622158,0.7359382
TEST_00148,2.7977438,1.003529,-0.57972044
TEST_00149,3.3609343,1.190739,0.54212683
TEST_00150,4.7346344,1.0736195,0.80362844
TEST_00151,2.3130958,0.09922637,-0.13486022
TEST_00152,2.4560044,0.8152337,0.42048025
TEST_00153,3.7436109,-0.37633854,-0.576054
TEST_00154,2.9444945,0.22831841,-0.21180171
TEST_00155,1.9800949,0.18050033,-0.58858
TEST_00156,1.9523072,-0.473403,0.39768663
TEST_00157,2.3921576,-0.5609102,0.61384064
TEST_00158,2.6696415,-1.4307119,1.0757738
TEST_00159,3.8425012,-1.2370013,2.1102157
TEST_00160,1.5108513,-0.019192338,-0.07965695
TEST_00161,1.1290287,0.5985895,0.026744144
TEST_00162,1.3214438,0.93354917,-0.08114039
TEST_00163,3.7181082,0.20957586,0.056876883
TEST_00164,2.509156,0.07683166,1.0396588
TEST_00165,1.9014688,0.45706707,0.50376534
TEST_00166,2.938616,-0.5669135,-0.17681967
TEST_00167,3.7815151,-0.056323294,0.26719427
TEST_00168,5.4896536,0.30981624,0.09978974
TEST_00169,2.6304653,-0.46765465,-0.18252383
TEST_00170,0.90291446,0.39927527,0.27820784
TEST_00171,3.4651477,-0.123892486,-0.01991741
TEST_00172,4.9772897,0.7833727,-0.8777071
TEST_00173,1.295679,0.17618027,-0.07766963
TEST_00174,3.1296966,1.9351511,-0.18226515
TEST_00175,3.3969054,0.57670605,0.5187247
TEST_00176,0.981386,-0.60878414,-0.1760227
TEST_00177,1.5503745,0.76706207,-0.2147412
TEST_00178,5.2268224,0.5661743,-0.12813912
TEST_00179,3.8248389,1.4284576,0.12529518
TEST_00180,3.1366081,0.3915428,0.267165
TEST_00181,2.8894744,0.16509148,0.019529011
TEST_00182,1.4777305,-0.4217358,-0.3220269
TEST_00183,2.0707483,-0.1861222,0.36579517
TEST_00184,3.0856273,-0.0952113,-0.2545734
TEST_00185,3.0242379,0.8417347,-0.43995598
TEST_00186,2.4547808,-0.10568515,-0.3853618
TEST_00187,3.612818,-0.65483016,0.33911613
TEST_00188,2.5189157,-0.35361254,-0.008487131
TEST_00189,1.4283016,0.7373495,0.30173644
TEST_00190,3.0153215,-1.8803533,1.1530933
TEST_00191,2.7828233,0.41773853,0.35422653
TEST_00192,2.3574598,-0.69193393,1.101411
TEST_00193,2.90575,-1.117376,1.1039876
TEST_00194,1.3771609,0.17002827,0.09460114
TEST_00195,2.2175486,0.6487586,0.5340878
TEST_00196,3.3164825,-0.2777619,0.52770483
TEST_00197,1.9898378,-0.035359286,0.08730157
TEST_00198,3.7239668,-0.2000858,0.7363891
TEST_00199,3.2943413,-0.5767358,-1.1062934
TEST_00200,4.747092,0.2855245,-0.1953191
TEST_00201,1.816701,1.0942574,-0.19633852
TEST_00202,1.7716707,0.41459423,-0.4823357
TEST_00203,3.1089845,-0.4131563,0.071888305
TEST_00204,3.2135775,0.9800867,-0.010006684
TEST_00205,1.2835953,0.48916292,0.24505652
TEST_00206,4.1534014,0.4139018,0.54390657
TEST_00207,3.815748,0.7550044,-0.15114436
TEST_00208,4.5839624,-0.34333155,0.829879
TEST_00209,2.238384,0.66716474,0.17124386
TEST_00210,2.47108,-0.17042747,0.20926504
TEST_00211,4.0852733,0.26861328,0.1781975
TEST_00212,4.0737567,1.0396752,0.039896794
TEST_00213,2.2574482,0.6995657,-0.26502913
TEST_00214,3.0729659,0.07346722,0.41016436
TEST_00215,2.81594,0.29026416,0.277385
TEST_00216,2.7983472,-0.5206842,1.558324
TEST_00217,1.5045091,0.16975836,0.72625047
TEST_00218,5.290032,0.22307326,-1.222783
TEST_00219,1.3673189,-0.29401898,-0.22188258
TEST_00220,3.2231462,-0.20835827,-0.78199476
TEST_00221,2.987159,0.26879454,-0.107785426
TEST_00222,1.3846052,0.485034,0.28224236
TEST_00223,3.749739,-0.40695855,0.26859546
TEST_00224,1.2950253,0.57992953,0.08925539
TEST_00225,4.939244,-1.728001,-0.4147131
TEST_00226,3.0187948,-0.26843098,-1.1105736
TEST_00227,4.507351,0.039212644,0.61821324
TEST_00228,2.2595713,-0.422495,0.21121201
TEST_00229,3.9487598,1.7087312,-0.57115126
TEST_00230,2.3057148,0.19464917,0.58140963
TEST_00231,2.731022,0.8112082,0.12023963
TEST_00232,3.4309254,1.7392336,0.06320812
TEST_00233,3.3174443,1.0409038,-0.8414958
TEST_00234,1.9633586,0.67193335,-0.05187884
TEST_00235,1.9942913,0.062127315,0.20175609
TEST_00236,3.4556396,-1.7273448,1.3443167
TEST_00237,2.1007006,0.93641496,0.19711685
TEST_00238,1.7524018,-0.24283628,-0.6492579
TEST_00239,6.3223424,-0.5677613,-0.8351951
TEST_00240,2.5629156,1.6311795,0.59848905
TEST_00241,4.7112527,0.878895,1.3296617
TEST_00242,1.3114061,0.4075812,-0.3934203
TEST_00243,2.0258577,0.83349544,-0.88117075
TEST_00244,3.3548126,0.20965959,0.058879696
TEST_00245,2.2550197,0.96547395,-0.2701531
TEST_00246,4.02376,-0.26926464,0.16122048
TEST_00247,4.4842787,-1.0381416,0.31205678
TEST_00248,1.2307214,0.57140845,-0.104200885
TEST_00249,3.7898629,0.2662495,-0.44247755
TEST_00250,2.0528815,-0.006031882,-0.004772233
TEST_00251,3.6691732,-0.066212036,-0.094775155
TEST_00252,3.074857,0.22477694,-0.5782687
TEST_00253,2.7750635,-0.31070358,-0.22652243
TEST_00254,1.601535,-0.65537834,-0.021306366
TEST_00255,1.8844768,0.019799229,0.0266722
TEST_00256,1.0775079,0.35727203,0.63747877
TEST_00257,1.7938255,0.15441567,0.09103048
TEST_00258,2.515942,0.77547127,0.4544448
TEST_00259,3.2544837,0.29929045,0.9948974
TEST_00260,2.4063592,0.87395597,0.20309864
TEST_00261,1.6551168,0.1174115,0.44942996
TEST_00262,1.0553226,-0.022846373,0.21907999
TEST_00263,2.1274097,0.33622652,0.66254693
TEST_00264,3.4669242,-0.06050252,-0.40681368
TEST_00265,1.2034411,0.4893362,0.5777281
TEST_00266,2.7912664,0.41016257,-0.016179394
TEST_00267,1.2712711,0.54466254,-0.30634922
TEST_00268,3.255213,0.29887047,-1.02569
TEST_00269,2.7788079,-1.300972,0.4068084
TEST_00270,2.7883258,-0.49346113,-0.43985927
TEST_00271,3.0345075,0.906127,0.28097
TEST_00272,2.6868653,0.2683582,-0.3017524
TEST_00273,1.7907939,0.12704748,-0.35531905
TEST_00274,1.5696398,0.7023949,0.1314078
TEST_00275,2.1123004,-0.30458236,0.3507078
TEST_00276,3.9456,-0.5097091,0.6790138
TEST_00277,3.3177114,-1.2392234,0.9469282
TEST_00278,3.923581,-1.1224306,-0.59151626
TEST_00279,5.3832216,-1.4728738,-0.9983779
TEST_00280,3.1141531,1.5751159,-0.91557825
TEST_00281,2.083257,1.5670785,-0.5596921
TEST_00282,1.4636866,-0.71885586,0.89234245
TEST_00283,1.3225477,0.5845066,0.47117034
TEST_00284,2.7226095,0.010424111,0.2644846
TEST_00285,1.5479637,0.33541456,-0.3510167
TEST_00286,2.0271685,0.24366727,0.25518128
TEST_00287,2.4159515,-1.0688612,-0.5118764
TEST_00288,5.434982,2.3219573,0.6095565
TEST_00289,4.348361,0.3782503,0.83175826
TEST_00290,1.9816364,-0.32536528,-0.006898228
TEST_00291,0.8999407,0.28651428,-0.074339576
TEST_00292,4.11841,0.9860611,1.8949977
TEST_00293,1.6549157,0.21026284,0.2534947
TEST_00294,1.8244499,-1.1513714,0.2392217
TEST_00295,3.4563308,-0.13656883,0.5285
TEST_00296,3.0045583,-0.7943435,-0.5768659
TEST_00297,1.5958513,-0.7066233,-0.34068602
